Date and Time,Cycle Number,Step Type,Run Time (h),Step Time (h),Current (A),cell_voltage,Capacity (Ah),Temperature (°C),Circuit Temperature (°C),Energy (Wh),dVdt (V/h),dIdt (A/h),Step Number,Step position,Power(W)
2025-07-19 18:10:02,1,7,2.7282306,2.7282306,0.49999297,4.10567495,1.36405494,24.774,25.454,5.43909747,0.02609558,-0.00115325,1,0,2.05280861
2025-07-19 18:11:02,1,7,2.7449389,2.7449389,,4.1061138,1.372409,24.769,25.458,5.47339838,0.02126077,-0.00010728,1,0,2.05303257
2025-07-19 18:12:02,1,7,2.7616472,2.7616472,0.49999351,4.10654498,1.38076306,24.766,25.446,5.50770292,0.0255997,-0.00021456,1,0,2.05324582
2025-07-19 18:13:02,1,7,2.7783556,2.7783556,0.49999381,4.10696632,1.38911712,24.78,25.426,5.54201102,0.0219426,-0.00032184,1,0,2.05345773
2025-07-19 18:14:02,1,7,2.7950639,2.7950639,0.49999444,4.10738674,1.39747119,24.776,25.442,5.57632265,0.02423604,5.364e-05,1,0,2.05367055
2025-07-19 18:15:02,1,7,2.8117722,2.8117722,0.49999361,4.10780591,1.40582524,24.771,25.43,5.61063777,0.02566169,-2.682e-05,1,0,2.05387669
2025-07-19 18:16:02,1,7,2.8284389,2.8284389,0.49999377,4.10822314,1.41415847,24.774,25.423,5.64487079,0.02473192,0.00034866,1,0,2.05408599
2025-07-19 18:17:03,1,7,2.8451472,2.8451472,0.49999384,4.10863774,1.42251253,24.778,25.412,5.67919287,0.02405008,0.0002682,1,0,2.05429357
2025-07-19 18:18:03,1,7,2.8618556,2.8618556,0.499993,4.10905335,1.43086659,24.776,25.389,5.71351841,0.0239881,-0.00032184,1,0,2.05449792
2025-07-19 18:19:03,1,7,2.8785639,2.8785639,0.49999354,4.10946981,1.43922065,24.778,25.358,5.74784743,0.0239881,0.00034866,1,0,2.05470835
2025-07-19 18:20:03,1,7,2.8952722,2.8952722,0.4999927,4.1098879,1.44757471,24.773,25.376,5.78217995,0.02659146,-0.00080459,1,0,2.05491395
2025-07-19 18:21:03,1,7,2.9119806,2.9119806,0.49999327,4.11031389,1.45592876,24.774,25.35,5.81651599,0.02528978,-0.00018774,1,0,2.05512929
2025-07-19 18:22:03,1,7,2.9286889,2.9286889,0.49999381,4.11073895,1.46428282,24.774,25.365,5.85085559,0.02299634,8.046e-05,1,0,2.05534402
2025-07-19 18:23:03,1,7,2.9453972,2.9453972,0.49999354,4.11117176,1.47263688,24.774,25.377,5.88519877,0.0231823,0.0001341,1,0,2.05555932
2025-07-19 18:24:04,1,7,2.9621056,2.9621056,0.49999371,4.11161076,1.48099095,24.77,25.404,5.91954559,0.02423604,-0.00053639,1,0,2.05577951
2025-07-19 18:25:04,1,7,2.9788139,2.9788139,0.49999384,4.11205372,1.48934501,24.772,25.437,5.95389608,0.02721131,2.682e-05,1,0,2.05600153
2025-07-19 18:26:04,1,7,2.9955222,2.9955222,0.49999408,4.11250482,1.49769907,24.769,25.515,5.98825032,0.0276452,-0.00010728,1,0,2.05622804
2025-07-19 18:27:04,1,7,3.0122306,3.0122306,0.49999364,4.11296412,1.50605313,24.776,25.566,6.02260836,0.02504184,0.00045593,1,0,2.0564559
2025-07-19 18:28:04,1,7,3.0289389,3.0289389,0.49999434,4.11343622,1.51440719,24.782,25.59,6.05697029,0.02956673,0.00064367,1,0,2.05669484
2025-07-19 18:29:04,1,7,3.0456472,3.0456472,0.49999404,4.11390986,1.52276125,24.776,25.606,6.09133617,0.02950474,0.00104597,1,0,2.05693042
2025-07-19 18:30:05,1,7,3.0623556,3.0623556,0.49999408,4.1144038,1.53111531,24.774,25.609,6.12570608,0.03111635,0.00142144,1,0,2.05717752
2025-07-19 18:31:05,1,7,3.0790639,3.0790639,0.49999444,4.11490231,1.53946938,24.78,25.59,6.16008012,0.02944276,0.00045593,1,0,2.05742829
2025-07-19 18:32:05,1,7,3.0957722,3.0957722,0.49999263,4.11541299,1.54782344,24.775,25.576,6.19445839,0.03148826,-0.00032184,1,0,2.05767618
2025-07-19 18:33:05,1,7,3.1124806,3.1124806,0.49999364,4.11593962,1.5561775,24.777,25.58,6.22884099,0.03464948,-0.00010728,1,0,2.05794363
2025-07-19 18:34:05,1,7,3.1291889,3.1291889,0.4999934,4.11647548,1.56453156,24.782,25.612,6.26322804,0.03062047,-0.00048275,1,0,2.05821059
2025-07-19 18:35:05,1,7,3.1458972,3.1458972,0.4999933,4.11703094,1.57288562,24.786,25.648,6.29761965,0.03223208,-0.00077777,1,0,2.05848791
2025-07-19 18:36:05,1,7,3.1626056,3.1626056,0.49999344,4.1175995,1.58123968,24.789,25.627,6.33201594,0.03588918,-0.00016092,1,0,2.05877273
2025-07-19 18:37:05,1,7,3.1793139,3.1793139,0.49999357,4.11818634,1.58959374,24.79,25.618,6.36641707,0.03446353,-0.00037548,1,0,2.0590667
2025-07-19 18:38:06,1,7,3.1959806,3.1959806,0.49999391,4.1187924,1.59792697,24.792,25.625,6.40073736,0.03998017,0.0001341,1,0,2.05937111
2025-07-19 18:39:06,1,7,3.2126889,3.2126889,0.49999428,4.11941379,1.60628104,24.787,25.649,6.43514856,0.0394843,0.00018774,1,0,2.05968332
2025-07-19 18:40:06,1,7,3.2293972,3.2293972,0.49999418,4.12005084,1.6146351,24.793,25.531,6.46956504,0.03898842,0.00064367,1,0,2.06000143
2025-07-19 18:41:06,1,7,3.2461056,3.2461056,0.49999361,4.12071237,1.62298916,24.797,25.489,6.50398695,0.04208766,0.00088505,1,0,2.06032984
2025-07-19 18:42:06,1,7,3.2628139,3.2628139,0.49999404,4.12139297,1.63134322,24.792,25.456,6.53841447,0.03991819,0.00021456,1,0,2.06067193
2025-07-19 18:43:06,1,7,3.2795222,3.2795222,0.49999361,4.12209897,1.63969728,24.792,25.412,6.57284779,0.04196369,0.0002682,1,0,2.06102313
2025-07-19 18:44:06,1,7,3.2962306,3.2962306,0.49999424,4.12282667,1.64805134,24.794,25.381,6.60728709,0.04624064,0.00093869,1,0,2.0613896
2025-07-19 18:45:07,1,7,3.3129389,3.3129389,0.4999934,4.12357677,1.6564054,24.793,25.332,6.64173257,0.04593072,-0.00032184,1,0,2.06176119
2025-07-19 18:46:07,1,7,3.3296472,3.3296472,0.49999304,4.12435483,1.66475946,24.79,25.312,6.67618443,0.04673652,-0.0002682,1,0,2.06214869
2025-07-19 18:47:07,1,7,3.3463556,3.3463556,0.49999347,4.12516211,1.67311352,24.795,25.244,6.71064288,0.05026965,-2.682e-05,1,0,2.06255412
2025-07-19 18:48:07,1,7,3.3630639,3.3630639,0.49999408,4.12598774,1.68146758,24.789,25.292,6.74510815,0.04983576,-5.364e-05,1,0,2.06296943
2025-07-19 18:49:07,1,7,3.3797722,3.3797722,0.4999934,4.12684468,1.68982164,24.783,25.35,6.77958048,0.05299698,-0.00061685,1,0,2.06339512
2025-07-19 18:50:07,1,7,3.3964806,3.3964806,0.49999371,4.12772719,1.6981757,24.79,25.312,6.81406007,0.04958782,-0.0001341,1,0,2.06383762
2025-07-19 18:51:08,1,7,3.4131889,3.4131889,0.49999387,4.12864581,1.70652976,24.792,25.262,6.84854718,0.05807974,-0.00021456,1,0,2.06429761
GARBLED	ROW	MISSING	FIELDS
GARBLED	ROW	MISSING	FIELDS
GARBLED	ROW	MISSING	FIELDS
GARBLED	ROW	MISSING	FIELDS
GARBLED	ROW	MISSING	FIELDS
